0	892
0	2859
0	4802
0	4174
892	0
892	2470
892	3576
2859	0
2859	1093
2859	4414
4802	0
4802	1976
1	827
1	3197
1	2087
1	2079
1	3993
1	4358
827	1
827	4144
827	2618
827	2461
3197	1
3197	2422
3197	3932
2087	1
2087	54
2087	1610
2087	2338
2	2579
2	692
2	390
2	495
2	2323
2579	2
2579	275
2579	4979
2579	2642
2579	4958
692	2
692	1721
692	1891
390	2
390	80
390	738
390	4140
3	1940
3	3018
3	1406
1940	3
1940	3017
1940	2784
1940	3347
1940	4531
3018	3
3018	3192
3018	4492
3018	4135
4	3528
4	2847
4	589
4	1181
4	1782
4	1812
4	4589
3528	4
3528	687
3528	4503
2847	4
2847	1561
2847	3132
5	130
5	549
130	5
130	1851
130	4367
549	5
549	2317
549	1722
549	1555
549	2183
6	361
6	1593
6	2055
361	6
361	3345
361	190
361	3949
1593	6
1593	1544
1593	4188
1593	1757
1593	3050
1593	3422
7	3192
7	4010
7	403
7	1261
3192	7
3192	3018
3192	3601
4010	7
4010	1761
4010	3822
8	858
8	4178
8	1772
8	3095
8	971
858	8
858	477
858	1899
858	3122
858	888
4178	8
4178	1025
4178	4072
4178	4654
1772	8
1772	370
1772	2245
3095	8
3095	2236
9	4648
9	710
9	3579
4648	9
4648	3501
710	9
710	4326
3579	9
3579	659
3579	4578
10	3439
10	4858
3439	10
3439	2943
3439	2916
3439	4425
4858	10
4858	4404
11	3178
11	3959
3178	11
3178	771
3959	11
3959	2691
3959	2887
12	2718
12	4804
12	1559
12	2100
2718	12
2718	470
2718	1168
4804	12
4804	1816
4804	2062
4804	3523
1559	12
1559	3243
13	1510
13	230
13	404
13	1764
13	2019
13	3715
13	3872
1510	13
1510	737
230	13
230	4166
230	3756
14	4201
14	3619
14	3615
14	2381
14	3728
14	4706
4201	14
4201	223
4201	2750
4201	3032
3619	14
3619	1873
3619	2331
3619	2948
3615	14
3615	2824
3615	3883
3615	1609
15	760
15	2873
15	2807
760	15
760	88
760	2413
2873	15
2873	1066
2873	2505
16	4212
16	465
16	2508
16	2655
4212	16
4212	4297
4212	3581
465	16
465	3432
465	979
465	2828
2508	16
2508	1770
2508	3193
17	4670
17	1819
17	3009
17	1360
17	1376
17	4479
4670	17
4670	1175
4670	2464
