0	76
0	82
0	50
0	29
0	80
76	0
76	22
76	35
76	75
82	0
82	75
50	0
50	79
1	71
1	42
71	1
71	30
71	45
42	1
42	15
42	69
42	58
2	47
2	27
47	2
47	11
47	74
27	2
27	6
27	77
3	92
3	7
3	20
3	17
3	30
3	85
92	3
92	4
92	64
7	3
7	81
7	26
7	97
20	3
20	85
20	57
4	92
4	15
15	4
15	42
15	33
15	39
15	73
5	52
5	79
5	83
5	65
52	5
52	8
52	73
79	5
79	25
79	50
83	5
83	10
83	45
83	54
6	27
6	78
6	48
6	66
78	6
78	95
78	90
81	7
81	36
81	45
81	64
81	70
8	99
8	52
8	97
99	8
99	60
99	70
99	93
9	86
9	18
9	22
86	9
86	13
86	28
86	56
18	9
18	28
18	17
18	97
10	83
10	74
10	37
74	10
74	23
74	47
74	63
74	98
37	10
37	29
37	38
11	35
11	69
11	47
35	11
35	19
35	76
35	49
35	66
69	11
69	41
69	42
69	56
12	40
12	80
12	62
40	12
40	24
40	56
80	12
80	0
13	17
13	86
13	61
13	73
17	13
17	3
17	18
17	19
17	84
61	13
61	31
61	93
61	68
14	96
14	21
96	14
96	32
21	14
21	87
21	89
21	91
16	38
16	55
38	16
38	37
38	57
55	16
55	32
55	43
28	18
28	66
28	86
28	58
19	35
19	17
19	51
19	53
51	19
51	72
51	93
85	20
85	3
87	21
87	26
89	21
89	77
22	9
22	62
22	76
62	22
62	12
62	46
62	39
62	75
62	90
62	94
23	74
23	60
23	53
60	23
60	99
60	30
24	34
24	94
24	40
24	49
34	24
34	59
34	94
34	46
94	24
94	34
94	62
25	72
25	79
72	25
72	51
72	43
26	87
26	7
66	28
66	35
66	6
66	70
29	37
29	0
29	41
29	44
30	3
30	71
30	31
30	60
31	61
31	30
31	84
32	53
32	96
32	55
53	32
53	23
53	19
53	63
33	15
33	46
33	65
46	33
46	34
46	62
46	68
59	34
59	44
36	95
36	81
36	43
95	36
95	63
95	78
43	36
43	55
43	72
43	84
39	15
39	48
39	62
48	39
48	6
56	40
56	69
56	86
41	64
41	69
41	29
64	41
64	81
64	92
44	29
44	67
44	59
67	44
67	57
45	71
45	83
45	81
49	88
49	35
49	24
88	49
88	73
93	51
93	61
93	99
54	57
54	83
57	54
57	38
57	20
57	67
58	42
58	28
63	95
63	74
63	53
65	33
65	5
68	61
68	46
70	81
70	66
70	99
70	98
73	52
73	15
73	13
73	88
75	62
75	76
75	82
77	27
77	89
84	17
84	43
84	31
90	78
90	62
90	91
91	90
91	21
97	8
97	18
97	7
97	98
98	70
98	74
98	97
