0	321
0	265
0	66
321	0
321	186
321	174
321	402
321	447
265	0
265	83
265	130
66	0
66	165
66	126
1	377
1	419
1	155
377	1
377	329
377	392
377	465
419	1
419	131
419	491
155	1
155	31
2	97
2	138
2	59
2	160
97	2
97	17
97	313
138	2
138	349
3	318
3	218
3	209
3	462
318	3
318	48
318	205
218	3
218	182
218	132
4	164
4	381
4	283
4	116
164	4
164	219
381	4
381	58
381	400
283	4
283	16
283	84
283	288
5	312
5	49
5	459
5	32
312	5
312	74
312	104
312	362
312	446
49	5
49	127
49	190
49	442
459	5
459	183
6	81
6	474
6	119
6	491
81	6
81	27
81	316
474	6
474	58
474	473
119	6
119	306
7	408
7	46
7	107
7	234
408	7
408	152
408	160
408	486
46	7
46	248
46	198
46	295
107	7
107	288
8	293
8	487
8	465
8	188
293	8
293	55
293	335
487	8
487	87
487	105
465	8
465	377
9	147
9	288
9	31
9	77
9	240
9	358
147	9
147	43
147	184
147	257
147	305
288	9
288	107
288	214
288	283
288	493
10	62
10	472
10	110
10	134
10	228
10	480
62	10
62	187
62	191
472	10
472	316
472	428
11	470
11	91
11	349
470	11
470	372
470	108
91	11
91	37
91	277
12	143
12	461
12	478
143	12
143	306
143	153
461	12
461	14
461	105
461	133
461	158
461	191
461	274
13	382
13	71
13	224
13	333
382	13
382	88
382	157
382	169
382	184
71	13
71	402
71	282
71	300
14	461
14	405
14	26
14	497
405	14
405	237
405	67
26	14
26	40
15	70
15	308
15	384
15	48
70	15
70	86
70	383
308	15
308	193
308	453
308	339
308	429
384	15
384	416
384	424
384	221
384	443
16	407
16	283
16	450
16	315
407	16
407	423
450	16
450	239
17	97
17	292
17	24
17	351
292	17
292	121
292	168
292	296
18	145
18	330
18	74
18	72
18	80
18	467
145	18
145	98
145	140
145	186
145	456
330	18
330	267
330	160
330	396
74	18
74	476
74	312
74	281
74	301
19	89
19	414
19	282
19	250
89	19
89	299
89	246
89	206
89	367
414	19
414	235
414	317
282	19
282	36
282	71
282	371
20	258
20	495
20	67
20	121
20	156
20	221
20	478
258	20
258	192
258	370
495	20
495	322
21	489
21	225
21	399
21	54
489	21
489	40
489	80
225	21
225	131
225	363
225	300
399	21
399	129
399	361
22	490
22	56
22	213
490	22
490	340
490	252
56	22
56	136
56	69
56	187
56	423
213	22
213	115
213	423
23	436
23	115
23	210
23	340
436	23
436	477
436	367
24	17
24	38
24	245
38	24
38	493
38	355
38	69
25	468
25	208
25	172
25	239
468	25
468	37
468	95
208	25
208	27
208	44
208	353
40	26
40	489
40	338
40	76
40	117
27	388
27	208
27	81
388	27
388	30
28	197
28	278
28	174
197	28
197	99
197	146
278	28
278	39
29	354
29	203
29	344
29	160
354	29
354	259
354	438
203	29
203	323
344	29
344	35
344	122
30	73
30	458
30	388
73	30
73	335
73	175
73	275
458	30
458	96
458	238
31	9
31	155
31	476
31	75
31	418
476	31
476	51
476	65
476	74
32	281
32	5
32	94
32	151
32	499
281	32
281	47
281	356
281	74
281	325
33	216
33	153
33	446
216	33
216	124
216	345
153	33
153	143
153	327
34	452
34	87
34	65
34	98
452	34
452	120
452	171
452	193
87	34
87	294
87	209
87	171
87	487
35	84
35	344
35	127
35	332
35	496
84	35
84	154
84	283
36	82
36	297
36	282
82	36
82	53
82	392
82	245
297	36
297	210
297	163
297	362
37	468
37	380
37	91
37	342
37	365
380	37
380	112
380	170
380	317
493	38
493	288
493	464
355	38
355	156
355	390
39	278
39	183
39	93
39	111
39	329
183	39
183	224
183	222
183	459
183	425
338	40
338	77
41	266
41	271
41	202
41	326
266	41
266	206
271	41
271	61
271	270
202	41
202	229
202	237
202	215
326	41
326	200
42	430
42	124
42	96
430	42
430	416
430	207
124	42
124	216
124	287
124	335
124	296
43	100
43	147
43	90
43	237
43	291
43	431
100	43
100	391
100	146
44	333
44	208
44	316
333	44
333	131
333	13
45	275
45	401
45	284
275	45
275	73
275	151
401	45
401	139
248	46
248	386
248	120
248	447
47	281
47	360
47	295
360	47
360	126
360	337
360	425
360	498
48	15
48	318
48	305
48	92
48	103
305	48
305	339
305	147
127	49
127	72
127	35
127	284
127	480
190	49
190	172
190	443
50	285
50	251
50	499
285	50
285	144
285	389
251	50
251	186
251	491
251	253
51	306
51	176
51	140
51	476
51	365
306	51
306	119
306	143
306	415
176	51
176	69
176	131
176	469
140	51
140	117
140	145
140	152
52	226
52	65
52	481
226	52
226	287
226	80
65	52
65	476
65	34
65	215
65	348
53	434
53	166
53	82
434	53
434	235
434	80
166	53
166	346
166	121
54	21
54	484
54	95
54	98
54	307
54	320
54	440
484	54
484	364
55	177
55	293
55	395
177	55
177	96
177	417
136	56
136	85
136	200
69	56
69	38
69	176
57	253
57	413
57	104
57	319
253	57
253	251
253	105
253	482
413	57
413	130
413	475
413	448
58	252
58	381
58	474
58	239
252	58
252	63
252	490
59	2
59	207
59	115
59	93
59	118
207	59
207	395
207	473
207	430
115	59
115	213
115	23
115	181
60	341
60	367
60	299
60	227
341	60
341	262
367	60
367	77
367	89
367	436
299	60
299	89
299	85
61	170
61	271
61	128
61	220
61	289
170	61
170	380
170	229
170	371
187	62
187	111
187	56
63	79
63	182
63	108
63	169
63	252
63	272
79	63
79	301
182	63
182	218
182	335
182	194
182	214
182	477
64	160
64	400
64	420
160	64
160	2
160	29
160	330
160	408
400	64
400	381
400	171
165	66
67	113
67	117
67	20
67	405
113	67
113	361
113	234
117	67
117	93
117	40
117	140
117	420
68	86
68	161
68	199
68	171
86	68
86	70
86	191
86	215
161	68
161	387
199	68
199	172
199	394
199	273
199	362
402	71
402	321
72	279
72	18
72	78
72	127
72	264
72	374
72	485
279	72
279	104
279	200
279	418
335	73
335	124
335	182
335	293
175	73
175	151
175	193
175	449
75	481
75	217
75	31
75	311
75	353
75	390
481	75
481	446
481	52
217	75
217	125
76	324
76	40
76	464
324	76
324	196
464	76
464	289
464	168
464	493
77	9
77	338
77	142
77	184
77	227
77	367
78	72
78	303
78	196
78	220
78	334
303	78
303	129
301	79
301	325
301	74
80	18
80	489
80	149
80	226
80	398
80	434
149	80
149	178
392	82
392	323
392	377
83	265
83	409
83	404
83	433
409	83
409	173
409	403
409	433
154	84
154	272
85	136
85	368
85	114
85	299
85	372
85	463
368	85
368	263
368	370
294	87
294	280
294	311
209	87
209	438
209	3
88	437
88	382
88	185
88	109
88	114
437	88
437	372
437	95
185	88
185	391
185	231
246	89
246	455
90	486
90	43
90	148
90	425
486	90
486	408
277	91
277	210
277	457
92	48
92	242
92	243
242	92
242	236
242	280
93	39
93	59
93	117
94	32
94	357
94	193
94	201
357	94
357	112
357	151
95	256
95	54
95	261
95	150
95	437
95	468
256	95
256	123
256	471
261	95
261	103
261	334
96	42
96	177
96	458
96	141
96	167
98	54
98	358
98	34
98	145
358	98
358	9
358	179
99	197
99	139
99	106
99	201
139	99
139	488
139	401
139	150
139	195
139	228
391	100
391	185
101	110
101	412
101	286
101	241
110	101
110	10
110	219
110	168
110	180
110	363
110	426
412	101
412	148
412	328
286	101
286	234
102	337
102	137
102	250
337	102
337	111
337	360
337	393
137	102
137	460
103	261
103	135
103	48
103	314
135	103
135	343
104	279
104	57
104	129
104	312
104	432
105	461
105	128
105	477
105	133
105	253
105	487
128	105
128	61
128	179
128	442
477	105
477	221
477	436
477	182
106	349
106	385
106	99
106	359
349	106
349	138
